Q29. It looks unique (How much do you agree or disagree with the following statements about this design?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Unweighted - All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,GENDER,,,,,,,,SOCIAL CLASS,,,,,,,,AGED,,,,,,,,,,,,,,,,,,,,,,,,COBRA PURCHASE,,,,,,,,,,,,,,,,BRAND LOYALISTS,,,,TARGET AUDIENCE,,,,,,,,,,,,,,,,,,,,PRODUCT ACCEPTORS/ REJECTORS,,,,,,,,REGION,,,,,,,,,,,,,,,,SHOPPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,MALE,,,,FEMALE,,,,ABC1,,,,C2DE,,,, 18-24,,,, 25-34,,,, 35-44,,,, 45-49,,,, 18-34S,,,, 35+,,,,EVER BOUGHT AND DRUNK COBRA,,,,BOUGHT AND DRUNK COBRA LAST 6 MONTHS,,,,BOUGHT AND DRUNK COBRA LAST 4 WEEKS,,,,TOTAL NON COBRA L4W BUYERS,,,,COBRA,,,,ENTHUSIASTIC INFLUENCERS,,,,SOCIAL EXPLORERS,,,,CONSIDERED BALANCERS,,,,CONTENT ROUTINERS,,,,SAFE & SAVVY,,,,ACCEPTORS,,,,REJECTORS,,,,NORTH + SCOTLAND,,,,MIDLANDS,,,,SOUTH + WALES,,,,NORTHERN IRELAND,,,,ASDA,,,,SAINSBURYS,,,,TESCO,,,,MORRISONS,,,,BIG 4,,,,DISCOUNTERS,,,,CONVENIENCE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,Total,Cobra Helix,Cobra Sheet,Cobra Current,Male,Cobra Helix,Cobra Sheet,Cobra Current,Female,Cobra Helix,Cobra Sheet,Cobra Current,ABC1,Cobra Helix,Cobra Sheet,Cobra Current,C2DE,Cobra Helix,Cobra Sheet,Cobra Current, 18-24,Cobra Helix,Cobra Sheet,Cobra Current, 25-34,Cobra Helix,Cobra Sheet,Cobra Current, 35-44,Cobra Helix,Cobra Sheet,Cobra Current, 45-49,Cobra Helix,Cobra Sheet,Cobra Current, 18-34S,Cobra Helix,Cobra Sheet,Cobra Current, 35+,Cobra Helix,Cobra Sheet,Cobra Current,Ever Bought And Drunk Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 6 Months,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 4 Weeks,Cobra Helix,Cobra Sheet,Cobra Current,Total non Cobra L4W buyers,Cobra Helix,Cobra Sheet,Cobra Current,Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Enthusiastic Influencers,Cobra Helix,Cobra Sheet,Cobra Current,Social Explorers,Cobra Helix,Cobra Sheet,Cobra Current,Considered Balancers,Cobra Helix,Cobra Sheet,Cobra Current,Content Routiners,Cobra Helix,Cobra Sheet,Cobra Current,Safe & Savvy,Cobra Helix,Cobra Sheet,Cobra Current,Acceptors,Cobra Helix,Cobra Sheet,Cobra Current,Rejectors,Cobra Helix,Cobra Sheet,Cobra Current,North + Scotland,Cobra Helix,Cobra Sheet,Cobra Current,Midlands,Cobra Helix,Cobra Sheet,Cobra Current,South + Wales,Cobra Helix,Cobra Sheet,Cobra Current,Northern Ireland,Cobra Helix,Cobra Sheet,Cobra Current,ASDA,Cobra Helix,Cobra Sheet,Cobra Current,SAINSBURYS,Cobra Helix,Cobra Sheet,Cobra Current,TESCO,Cobra Helix,Cobra Sheet,Cobra Current,MORRISONS,Cobra Helix,Cobra Sheet,Cobra Current,BIG 4,Cobra Helix,Cobra Sheet,Cobra Current,DISCOUNTERS,Cobra Helix,Cobra Sheet,Cobra Current,CONVENIENCE,Cobra Helix,Cobra Sheet,Cobra Current
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,455,455,149,160,146,297,98,95,104,158,51,65,42,338,113,113,112,117,36,47,34,26,8,8,10,172,59,59,54,187,62,67,58,70,20,26,24,198,67,67,64,257,82,93,82,264,87,93,84,196,64,68,64,152,52,51,49,303,97,109,97,157,60,50,47,206,70,70,66,137,42,56,39,73,20,27,26,17,7,3,7,22,10,4,8,350,113,120,117,105,36,40,29,129,40,56,33,82,25,27,30,239,81,76,82,5,3,1,1,261,195,212,202,276,222,221,223,355,279,282,282,192,150,157,151,448,146,158,144,177,53,75,49,155,55,51,49
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree strongly (5),27,27,32,29,21,25,32,25,18,32,33,34,29,25,29,27,20,34,42,34,26,35,63,13,30,31,36,36,22,25,31,27,17,21,15,23,25,32,39,33,23,24,27,26,20,33,40,30,29,36,42,35,30,36,42,33,31,23,27,27,16,36,37,38,32,32,40,27,29,25,31,27,15,22,15,33,15,24,14,67,14,23,30,25,13,32,39,33,24,13,11,18,10,25,30,25,18,26,32,30,17,30,33,32,24,20,33,0,0,28,27,27,25,32,34,32,30,26,25,26,24,32,33,31,30,28,33,29,22,34,38,37,24,37,45,33,33
Agree slightly (4),51,51,48,49,55,54,55,49,58,45,35,49,50,53,53,50,55,45,33,47,56,46,38,38,60,44,36,42,54,55,53,55,55,61,75,54,58,44,36,42,55,56,59,55,56,53,52,56,51,53,53,49,56,54,54,51,57,50,45,49,55,54,50,50,62,53,51,54,55,48,43,46,56,53,60,48,54,53,43,33,71,36,30,25,50,54,53,53,57,40,33,40,48,53,50,54,58,55,36,63,63,49,52,41,52,40,33,100,0,52,54,55,56,51,50,50,52,54,55,55,56,51,53,51,54,51,48,50,56,50,49,45,57,50,42,59,51
"Neither agree, nor disagree (3)",15,15,15,13,16,15,11,16,17,14,24,8,12,15,14,15,16,13,19,6,15,15,0,50,0,17,22,12,17,14,13,10,21,9,10,8,8,17,19,16,14,13,12,10,17,9,7,10,11,7,3,10,8,7,4,10,6,18,22,14,21,8,12,8,2,8,9,10,6,20,21,14,26,19,20,15,23,18,29,0,14,23,20,25,25,10,8,11,12,29,39,18,31,15,13,13,21,13,24,4,13,15,14,16,15,20,33,0,0,12,12,10,12,12,12,13,12,14,14,13,15,11,9,11,11,14,15,12,16,12,11,11,14,8,9,2,12
Disagree slightly (2),5,5,2,7,5,4,1,8,4,5,4,5,7,4,3,5,5,5,0,11,3,0,0,0,0,7,5,8,7,2,0,4,2,7,0,12,8,6,4,7,6,4,0,6,4,3,0,3,7,3,0,4,3,3,0,4,4,6,3,8,5,2,0,2,4,3,0,6,5,6,5,9,3,4,0,4,8,0,0,0,0,14,10,25,13,3,0,4,4,10,8,15,7,5,5,5,3,4,4,4,3,5,0,9,5,20,0,0,100,5,5,6,5,3,3,3,3,3,4,4,4,5,4,5,3,4,2,7,4,3,2,4,4,3,2,6,2
Disagree strongly (1),2,2,2,3,3,2,1,1,3,4,4,5,2,2,1,3,4,3,6,2,0,4,0,0,10,1,2,2,0,4,3,3,5,1,0,4,0,2,1,1,2,3,2,3,4,2,1,1,2,2,2,1,3,1,0,2,2,3,3,3,3,1,2,2,0,3,0,3,6,1,0,4,0,1,5,0,0,6,14,0,0,5,10,0,0,1,0,0,3,8,8,10,3,2,3,4,0,2,4,0,3,3,1,3,4,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,1,0,3,0,1,2,0,2
Top 2 Box (Net),78,78,81,78,77,79,87,75,76,77,69,83,79,78,82,77,75,79,75,81,82,81,100,50,90,75,71,78,76,80,84,82,72,83,90,77,83,76,75,75,78,81,85,81,76,86,92,86,80,88,95,84,86,89,96,84,88,73,72,75,71,89,87,88,94,85,91,81,83,73,74,73,72,75,75,81,69,76,57,100,86,59,60,50,63,86,92,85,81,53,44,58,59,78,80,79,76,80,68,93,80,78,85,72,77,60,67,100,0,80,81,82,81,83,84,82,83,81,81,81,80,83,86,82,84,79,81,79,77,84,87,83,82,88,87,92,84
Bottom 2 Box (Net),7,7,4,9,8,6,2,9,7,9,8,9,10,7,4,8,9,8,6,13,3,4,0,0,10,8,7,10,7,6,3,7,7,9,0,15,8,8,6,9,8,7,2,10,7,5,1,4,10,5,2,6,6,4,0,6,6,9,6,11,8,3,2,4,4,6,0,9,11,7,5,13,3,5,5,4,8,6,14,0,0,18,20,25,13,4,0,4,7,18,17,25,10,7,8,9,3,6,8,4,7,7,1,12,9,20,0,0,100,8,7,8,7,5,5,5,5,6,5,6,6,6,5,6,5,7,4,9,7,5,2,7,4,5,4,6,4
Mean,3.96,3.96,4.07,3.95,3.88,3.96,4.15,3.89,3.85,3.97,3.9,4.03,3.95,3.94,4.07,3.93,3.82,4.03,4.06,4,4.06,4.08,4.63,3.63,4,3.97,3.98,4.02,3.91,3.95,4.08,3.99,3.78,3.94,4.05,3.81,4,3.98,4.06,3.97,3.92,3.95,4.07,3.94,3.84,4.13,4.3,4.11,3.96,4.17,4.34,4.12,4.06,4.2,4.38,4.1,4.1,3.85,3.9,3.88,3.76,4.2,4.2,4.2,4.21,4.08,4.31,3.97,3.95,3.89,4,3.84,3.85,3.9,3.8,4.11,3.77,3.88,3.43,4.67,4,3.59,3.6,3.5,3.63,4.13,4.31,4.13,3.96,3.41,3.31,3.4,3.55,3.94,4,3.91,3.91,3.98,3.88,4.19,3.87,3.98,4.16,3.89,3.89,3.6,4,4,2,3.97,3.99,4,3.96,4.08,4.12,4.07,4.05,3.99,3.99,3.99,3.96,4.07,4.14,4.06,4.09,3.98,4.08,3.97,3.89,4.12,4.23,4.11,4.02,4.19,4.27,4.2,4.1
Standard Error,0.04,0.04,0.07,0.08,0.07,0.05,0.07,0.09,0.09,0.08,0.15,0.13,0.15,0.05,0.07,0.09,0.09,0.09,0.18,0.15,0.13,0.18,0.18,0.26,0.37,0.07,0.13,0.13,0.11,0.07,0.11,0.11,0.12,0.1,0.11,0.21,0.17,0.07,0.12,0.12,0.11,0.06,0.09,0.1,0.1,0.05,0.08,0.08,0.1,0.06,0.09,0.11,0.11,0.06,0.08,0.12,0.12,0.05,0.1,0.09,0.09,0.06,0.1,0.12,0.1,0.06,0.07,0.11,0.13,0.08,0.13,0.14,0.11,0.1,0.2,0.15,0.16,0.24,0.48,0.33,0.22,0.24,0.43,0.65,0.32,0.04,0.06,0.07,0.08,0.11,0.18,0.2,0.17,0.08,0.15,0.13,0.13,0.1,0.21,0.13,0.16,0.06,0.08,0.12,0.11,0.51,0.58,0,0,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.04,0.07,0.07,0.07,0.06,0.1,0.11,0.11,0.07,0.11,0.1,0.12
#page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20634a MCBC Standard Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col percents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29. It looks incomplete (How much do you agree or disagree with the following statements about this design?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Unweighted - All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,GENDER,,,,,,,,SOCIAL CLASS,,,,,,,,AGED,,,,,,,,,,,,,,,,,,,,,,,,COBRA PURCHASE,,,,,,,,,,,,,,,,BRAND LOYALISTS,,,,TARGET AUDIENCE,,,,,,,,,,,,,,,,,,,,PRODUCT ACCEPTORS/ REJECTORS,,,,,,,,REGION,,,,,,,,,,,,,,,,SHOPPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOTAL,,,,MALE,,,,FEMALE,,,,ABC1,,,,C2DE,,,, 18-24,,,, 25-34,,,, 35-44,,,, 45-49,,,, 18-34S,,,, 35+,,,,EVER BOUGHT AND DRUNK COBRA,,,,BOUGHT AND DRUNK COBRA LAST 6 MONTHS,,,,BOUGHT AND DRUNK COBRA LAST 4 WEEKS,,,,TOTAL NON COBRA L4W BUYERS,,,,COBRA,,,,ENTHUSIASTIC INFLUENCERS,,,,SOCIAL EXPLORERS,,,,CONSIDERED BALANCERS,,,,CONTENT ROUTINERS,,,,SAFE & SAVVY,,,,ACCEPTORS,,,,REJECTORS,,,,NORTH + SCOTLAND,,,,MIDLANDS,,,,SOUTH + WALES,,,,NORTHERN IRELAND,,,,ASDA,,,,SAINSBURYS,,,,TESCO,,,,MORRISONS,,,,BIG 4,,,,DISCOUNTERS,,,,CONVENIENCE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,Total,Cobra Helix,Cobra Sheet,Cobra Current,Male,Cobra Helix,Cobra Sheet,Cobra Current,Female,Cobra Helix,Cobra Sheet,Cobra Current,ABC1,Cobra Helix,Cobra Sheet,Cobra Current,C2DE,Cobra Helix,Cobra Sheet,Cobra Current, 18-24,Cobra Helix,Cobra Sheet,Cobra Current, 25-34,Cobra Helix,Cobra Sheet,Cobra Current, 35-44,Cobra Helix,Cobra Sheet,Cobra Current, 45-49,Cobra Helix,Cobra Sheet,Cobra Current, 18-34S,Cobra Helix,Cobra Sheet,Cobra Current, 35+,Cobra Helix,Cobra Sheet,Cobra Current,Ever Bought And Drunk Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 6 Months,Cobra Helix,Cobra Sheet,Cobra Current,Bought And Drunk Cobra Last 4 Weeks,Cobra Helix,Cobra Sheet,Cobra Current,Total non Cobra L4W buyers,Cobra Helix,Cobra Sheet,Cobra Current,Cobra,Cobra Helix,Cobra Sheet,Cobra Current,Enthusiastic Influencers,Cobra Helix,Cobra Sheet,Cobra Current,Social Explorers,Cobra Helix,Cobra Sheet,Cobra Current,Considered Balancers,Cobra Helix,Cobra Sheet,Cobra Current,Content Routiners,Cobra Helix,Cobra Sheet,Cobra Current,Safe & Savvy,Cobra Helix,Cobra Sheet,Cobra Current,Acceptors,Cobra Helix,Cobra Sheet,Cobra Current,Rejectors,Cobra Helix,Cobra Sheet,Cobra Current,North + Scotland,Cobra Helix,Cobra Sheet,Cobra Current,Midlands,Cobra Helix,Cobra Sheet,Cobra Current,South + Wales,Cobra Helix,Cobra Sheet,Cobra Current,Northern Ireland,Cobra Helix,Cobra Sheet,Cobra Current,ASDA,Cobra Helix,Cobra Sheet,Cobra Current,SAINSBURYS,Cobra Helix,Cobra Sheet,Cobra Current,TESCO,Cobra Helix,Cobra Sheet,Cobra Current,MORRISONS,Cobra Helix,Cobra Sheet,Cobra Current,BIG 4,Cobra Helix,Cobra Sheet,Cobra Current,DISCOUNTERS,Cobra Helix,Cobra Sheet,Cobra Current,CONVENIENCE,Cobra Helix,Cobra Sheet,Cobra Current
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,455,455,149,160,146,297,98,95,104,158,51,65,42,338,113,113,112,117,36,47,34,26,8,8,10,172,59,59,54,187,62,67,58,70,20,26,24,198,67,67,64,257,82,93,82,264,87,93,84,196,64,68,64,152,52,51,49,303,97,109,97,157,60,50,47,206,70,70,66,137,42,56,39,73,20,27,26,17,7,3,7,22,10,4,8,350,113,120,117,105,36,40,29,129,40,56,33,82,25,27,30,239,81,76,82,5,3,1,1,261,195,212,202,276,222,221,223,355,279,282,282,192,150,157,151,448,146,158,144,177,53,75,49,155,55,51,49
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree strongly (5),13,13,13,15,12,14,15,17,12,11,8,12,12,14,13,13,14,12,11,19,3,23,13,25,30,13,12,19,7,11,13,10,10,16,15,15,17,14,12,19,11,12,13,12,12,14,17,14,10,16,19,18,13,18,19,22,14,11,9,12,10,19,22,20,15,11,10,11,12,15,12,20,13,18,30,15,12,0,0,0,0,14,10,25,13,13,12,13,13,14,14,20,7,13,10,16,12,17,24,15,13,12,11,14,11,0,0,0,0,16,15,16,14,12,13,11,13,12,12,13,12,16,18,17,16,13,13,15,11,14,13,16,12,15,13,22,10
Agree slightly (4),25,25,21,25,27,24,20,21,30,26,24,31,21,24,21,26,26,26,22,23,32,15,25,13,10,24,20,27,26,29,26,25,36,17,10,23,17,23,21,25,23,26,22,25,30,23,20,23,29,22,20,21,25,24,23,24,24,25,21,26,29,18,20,14,19,18,11,17,26,31,29,32,31,32,30,30,35,35,71,33,0,18,10,25,25,23,17,27,25,30,36,20,38,26,15,30,30,24,24,19,30,25,25,24,26,0,0,0,0,24,25,24,25,24,22,21,24,25,22,23,23,27,23,25,26,25,21,25,28,21,25,23,14,26,20,35,22
"Neither agree, nor disagree (3)",15,15,20,12,14,15,16,15,13,16,27,8,17,16,20,12,14,15,19,11,15,15,25,13,10,20,22,15,22,11,15,9,10,16,30,12,8,19,22,15,20,12,18,10,10,10,10,10,10,9,9,7,11,10,10,10,10,18,26,13,16,8,10,6,6,10,14,7,8,20,24,16,21,21,25,19,19,18,29,0,14,23,30,0,25,14,17,10,15,21,31,18,14,16,25,9,15,9,20,0,7,18,17,18,17,20,33,0,0,14,14,12,14,12,12,12,11,15,16,14,16,10,10,10,9,15,19,12,14,10,9,9,12,8,15,4,6
Disagree slightly (2),26,26,27,26,25,28,31,29,24,23,20,22,29,26,27,29,22,26,28,19,35,31,38,25,30,24,22,22,28,26,31,28,17,31,25,31,38,25,24,22,28,27,29,29,23,28,31,26,26,27,34,21,27,25,31,14,31,27,25,32,23,33,33,24,43,33,37,34,27,21,21,18,26,18,10,22,19,18,0,0,43,27,30,50,13,27,31,24,26,24,14,33,24,27,30,23,30,22,16,26,23,26,27,28,23,80,67,100,100,28,29,28,29,25,25,27,25,27,29,28,28,25,27,27,26,27,27,27,26,28,23,28,33,24,31,10,31
Disagree strongly (1),21,21,19,22,21,19,17,18,21,24,22,28,21,20,19,19,23,21,19,28,15,15,0,25,20,19,24,17,17,23,16,27,26,20,20,19,21,19,21,18,17,22,17,25,24,25,22,28,26,26,17,34,25,23,17,31,20,19,20,17,22,22,15,36,17,28,27,30,27,13,14,14,10,12,5,15,15,29,0,67,43,18,20,0,25,24,23,26,22,10,6,10,17,19,20,21,12,28,16,41,27,20,20,16,23,0,0,0,0,18,17,20,18,26,28,29,27,21,21,21,21,22,23,22,23,21,19,22,22,27,30,24,29,27,22,29,31
Top 2 Box (Net),38,38,34,40,39,38,36,38,41,37,31,43,33,38,35,39,40,38,33,43,35,38,38,38,40,37,32,46,33,40,39,36,47,33,25,38,33,37,33,45,34,38,35,37,43,37,37,37,38,38,39,38,38,42,42,45,39,36,30,38,39,37,42,34,34,29,21,29,38,46,40,52,44,49,60,44,46,35,71,33,0,32,20,50,38,36,29,40,38,45,50,40,45,39,25,46,42,41,48,33,43,37,36,38,37,0,0,0,0,40,39,40,39,36,35,33,37,37,34,37,34,43,41,41,42,38,34,39,39,35,38,39,27,41,33,57,33
Bottom 2 Box (Net),47,47,46,48,47,47,48,47,45,47,41,49,50,46,45,49,46,48,47,47,50,46,38,50,50,43,46,39,44,49,47,55,43,51,45,50,58,43,45,40,45,49,46,54,48,53,53,54,52,53,52,54,52,48,48,45,51,46,44,50,44,55,48,60,60,61,64,64,55,34,36,32,36,30,15,37,35,47,0,67,86,45,50,50,38,51,54,50,48,34,19,43,41,46,50,45,42,50,32,67,50,46,47,43,46,80,67,100,100,46,46,48,47,52,53,56,52,48,50,49,49,47,49,49,49,48,47,49,47,55,53,52,61,51,53,39,61
Mean,2.84,2.84,2.83,2.85,2.83,2.87,2.86,2.89,2.87,2.77,2.76,2.78,2.74,2.85,2.84,2.84,2.86,2.8,2.78,2.87,2.74,3,3.13,2.88,3,2.88,2.75,3.08,2.8,2.8,2.89,2.64,2.88,2.77,2.75,2.85,2.71,2.89,2.79,3.06,2.83,2.79,2.85,2.7,2.83,2.72,2.79,2.69,2.69,2.77,2.89,2.68,2.73,2.89,2.96,2.9,2.82,2.81,2.75,2.83,2.84,2.78,3,2.58,2.72,2.51,2.4,2.46,2.68,3.14,3.02,3.25,3.1,3.25,3.7,3.07,3.08,2.59,3.71,2,1.71,2.82,2.6,3.25,2.88,2.74,2.65,2.78,2.8,3.14,3.39,3.08,2.93,2.88,2.65,2.96,3,2.8,3.24,2.41,2.8,2.84,2.8,2.93,2.78,2.2,2.33,2,2,2.91,2.91,2.87,2.88,2.7,2.67,2.59,2.7,2.8,2.75,2.79,2.76,2.89,2.87,2.87,2.87,2.82,2.82,2.83,2.81,2.67,2.68,2.79,2.49,2.77,2.71,3.1,2.51
Standard Error,0.06,0.06,0.11,0.11,0.11,0.08,0.14,0.14,0.13,0.11,0.18,0.18,0.21,0.07,0.12,0.13,0.13,0.13,0.22,0.22,0.2,0.28,0.4,0.58,0.52,0.1,0.18,0.18,0.17,0.1,0.17,0.17,0.19,0.16,0.3,0.28,0.29,0.1,0.16,0.17,0.16,0.09,0.15,0.14,0.16,0.09,0.15,0.15,0.15,0.1,0.18,0.19,0.18,0.12,0.2,0.22,0.2,0.07,0.13,0.13,0.14,0.12,0.18,0.22,0.2,0.09,0.15,0.16,0.18,0.11,0.19,0.18,0.2,0.15,0.26,0.26,0.25,0.31,0.18,1,0.29,0.28,0.4,0.75,0.52,0.07,0.13,0.13,0.13,0.12,0.18,0.21,0.24,0.12,0.2,0.19,0.22,0.17,0.28,0.3,0.27,0.09,0.15,0.15,0.15,0.2,0.33,0,0,0.08,0.1,0.1,0.1,0.08,0.1,0.09,0.09,0.07,0.08,0.08,0.08,0.1,0.12,0.11,0.12,0.06,0.11,0.11,0.11,0.11,0.2,0.17,0.2,0.12,0.18,0.22,0.2
#page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 20634a MCBC Standard Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Col percents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29. It tells me something new about the brand (How much do you agree or disagree with the following statements about this design?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Unweighted - All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
