"" ,,
"Total",1017,478,539,136,245,205,164,123,144,381,369,267
"" ,,
"Facebook",760,338,422,119,216,170,107,77,71,335,277,148
"",75%,71%,78%,88%,88%,83%,65%,63%,49%,88%,75%,55%
"",,,A,DEF,DEF,DEF,F,F,,BC,C,
"YouTube",513,247,266,116,162,114,59,34,28,278,173,62
"",50%,52%,49%,85%,66%,56%,36%,28%,19%,73%,47%,23%
"",,,,BCDEF,CDEF,DEF,F,,,BC,C,
"Twitter",330,168,162,67,113,83,33,22,12,180,116,34
"",32%,35%,30%,49%,46%,40%,20%,18%,8%,47%,31%,13%
"",,,,DEF,DEF,DEF,F,F,,BC,C,
"LinkedIn",227,112,115,20,86,55,32,21,13,106,87,34
"",22%,23%,21%,15%,35%,27%,20%,17%,9%,28%,24%,13%
"",,,,,ADEF,AEF,F,,,C,C,
"Instagram",191,70,121,52,89,28,12,6,4,141,40,10
"",19%,15%,22%,38%,36%,14%,7%,5%,3%,37%,11%,4%
"",,,A,CDEF,CDEF,EF,,,,BC,C,
"Google+ (the Google social network, not the search engine or email facility)",170,97,73,30,57,41,22,14,6,87,63,20
"",17%,20%,14%,22%,23%,20%,13%,11%,4%,23%,17%,7%
"",,B,,EF,DEF,EF,F,F,,BC,C,
"Pinterest",90,18,72,14,33,16,15,8,4,47,31,12
"",9%,4%,13%,10%,13%,8%,9%,7%,3%,12%,8%,4%
"",,,A,F,EF,F,F,,,C,,
"Snapchat",84,33,51,51,27,5,1,0,0,78,6,0
"",8%,7%,9%,38%,11%,2%,1%,- ,- ,20%,2%,- 
"",,,,BCDEF,CDEF,,,,,BC,C,
"Tumblr",41,20,21,11,14,7,6,3,0,25,13,3
"",4%,4%,4%,8%,6%,3%,4%,2%,- ,7%,4%,1%
"",,,,EF,F,F,F,,,C,,
"Other (please specify)",7,3,4,1,0,1,3,1,1,1,4,2
"",1%,1%,1%,1%,- ,0%,2%,1%,1%,0%,1%,1%
"",,,,,,,B,,,,,
"WhatsUp",6,2,4,1,1,1,0,3,0,2,1,3
"",1%,0%,1%,1%,0%,0%,- ,2%,- ,1%,0%,1%
"",,,,,,,,D,,,,
"None of these",190,105,85,3,16,20,41,41,69,19,61,110
"",19%,22%,16%,2%,7%,10%,25%,33%,48%,5%,17%,41%
"",,B,,,,A,ABC,ABC,ABCDE,,A,AB
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1Bx1. Social media would miss the most",,
"Base - All mentioning two or more social media at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",656,309,347,128,202,146,86*,51*,43*,330,232,94*
"" ,,
"Miss the most" ,,
"Facebook",309,129,180,45,108,68,38,28,22,153,106,50
"",47%,42%,52%,35%,53%,47%,44%,55%,51%,46%,46%,53%
"",,,A,,A,,,A,,,,
"YouTube",219,124,95,53,59,58,30,10,9,112,88,19
"",33%,40%,27%,41%,29%,40%,35%,20%,21%,34%,38%,20%
"",,B,,BEF,,BEF,,,,C,C,
"Twitter",51,30,21,8,17,9,7,6,4,25,16,10
"",8%,10%,6%,6%,8%,6%,8%,12%,9%,8%,7%,11%
"",,,,,,,,,,,,
"Instagram",24,7,17,7,8,5,2,0,2,15,7,2
"",4%,2%,5%,5%,4%,3%,2%,- ,5%,5%,3%,2%
"",,,,,,,,,,,,
"LinkedIn",14,7,7,0,5,1,4,2,2,5,5,4
"",2%,2%,2%,- ,2%,1%,5%,4%,5%,2%,2%,4%
"",,,,,,,AC,A,A,,,
"Google+ (the Google social network, not the search engine or email facility)",11,5,6,2,2,1,1,2,3,4,2,5
"",2%,2%,2%,2%,1%,1%,1%,4%,7%,1%,1%,5%
"",,,,,,,,,BC,,,AB
"Pinterest",10,1,9,3,1,2,3,1,0,4,5,1
"",2%,0%,3%,2%,0%,1%,3%,2%,- ,1%,2%,1%
"",,,A,,,,B,,,,,
"Snapchat",8,2,6,7,1,0,0,0,0,8,0,0
"",1%,1%,2%,5%,0%,- ,- ,- ,- ,2%,- ,- 
"",,,,BCD,,,,,,B,,
"Other (please specify)",7,3,4,0,1,2,1,2,1,1,3,3
"",1%,1%,1%,- ,0%,1%,1%,4%,2%,0%,1%,3%
"",,,,,,,,AB,,,,A
"Tumblr",3,1,2,3,0,0,0,0,0,3,0,0
"",0%,0%,1%,2%,- ,- ,- ,- ,- ,1%,- ,- 
"",,,,B,,,,,,,,
"Miss the second most" ,,
"Facebook",178,97,81,31,52,41,25,13,16,83,66,29
"",27%,31%,23%,24%,26%,28%,29%,25%,37%,25%,28%,31%
"",,B,,,,,,,,,,
"YouTube",165,63,102,34,57,31,18,13,12,91,49,25
"",25%,20%,29%,27%,28%,21%,21%,25%,28%,28%,21%,27%
"",,,A,,,,,,,,,
"Twitter",126,75,51,22,34,37,19,9,5,56,56,14
"",19%,24%,15%,17%,17%,25%,22%,18%,12%,17%,24%,15%
"",,B,,,,,,,,,A,
"LinkedIn",57,26,31,3,9,16,13,9,7,12,29,16
"",9%,8%,9%,2%,4%,11%,15%,18%,16%,4%,13%,17%
"",,,,,,AB,AB,AB,AB,,A,A
"Instagram",56,13,43,20,26,9,1,0,0,46,10,0
"",9%,4%,12%,16%,13%,6%,1%,- ,- ,14%,4%,- 
"",,,A,CDEF,CDEF,,,,,BC,C,
"Google+ (the Google social network, not the search engine or email facility)",40,23,17,7,12,8,7,4,2,19,15,6
"",6%,7%,5%,5%,6%,5%,8%,8%,5%,6%,6%,6%
"",,,,,,,,,,,,
"Snapchat",15,6,9,10,4,1,0,0,0,14,1,0
"",2%,2%,3%,8%,2%,1%,- ,- ,- ,4%,0%,- 
"",,,,BCDE,,,,,,BC,,
"Pinterest",10,2,8,0,4,2,2,1,1,4,4,2
"",2%,1%,2%,- ,2%,1%,2%,2%,2%,1%,2%,2%
"",,,,,,,,,,,,
"Tumblr",6,3,3,0,4,1,0,1,0,4,1,1
"",1%,1%,1%,- ,2%,1%,- ,2%,- ,1%,0%,1%
"",,,,,,,,,,,,
"Other (please specify)",3,1,2,1,0,0,1,1,0,1,1,1
"",0%,0%,1%,1%,- ,- ,1%,2%,- ,0%,0%,1%
"",,,,,,,,B,,,,
"Miss the third most" ,,
"YouTube",87,41,46,20,29,19,6,8,5,49,25,13
"",13%,13%,13%,16%,14%,13%,7%,16%,12%,15%,11%,14%
"",,,,,,,,,,,,
"Twitter",78,37,41,20,27,19,4,5,3,47,23,8
"",12%,12%,12%,16%,13%,13%,5%,10%,7%,14%,10%,9%
"",,,,D,D,D,,,,,,
"Facebook",71,32,39,21,23,16,5,5,1,44,21,6
"",11%,10%,11%,16%,11%,11%,6%,10%,2%,13%,9%,6%
"",,,,DF,,,,,,,,
"LinkedIn",61,38,23,4,24,18,8,5,2,28,26,7
"",9%,12%,7%,3%,12%,12%,9%,10%,5%,8%,11%,7%
"",,B,,,A,A,,,,,,
"Instagram",52,18,34,12,25,7,5,3,0,37,12,3
"",8%,6%,10%,9%,12%,5%,6%,6%,- ,11%,5%,3%
"",,,,F,CF,,,,,BC,,
"Google+ (the Google social network, not the search engine or email facility)",37,21,16,9,11,9,5,3,0,20,14,3
"",6%,7%,5%,7%,5%,6%,6%,6%,- ,6%,6%,3%
"",,,,,,,,,,,,
"Pinterest",23,1,22,2,9,4,6,0,2,11,10,2
"",4%,0%,6%,2%,4%,3%,7%,- ,5%,3%,4%,2%
"",,,A,,,,A,,,,,
"Snapchat",17,7,10,12,3,1,1,0,0,15,2,0
"",3%,2%,3%,9%,1%,1%,1%,- ,- ,5%,1%,- 
"",,,,BCDEF,,,,,,BC,,
"Tumblr",12,6,6,6,1,2,2,1,0,7,4,1
"",2%,2%,2%,5%,0%,1%,2%,2%,- ,2%,2%,1%
"",,,,B,,,,,,,,
"Other (please specify)",1,1,0,0,0,0,1,0,0,0,1,0
"",0%,0%,- ,- ,- ,- ,1%,- ,- ,- ,0%,- 
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1Bx1/ SM1Bx2/ SM1Bx3. Social media would miss the most/ second most or third most",,
"Base - All mentioning four or more social media at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",264,111,153,63*,108,53*,21**,14**,5**,171,74*,19**
"" ,,
"Miss the most" ,,
"Facebook",129,50,79,20,59,27,10,10,3,79,37,13
"",49%,45%,52%,32%,55%,51%,48%,71%,60%,46%,50%,68%
"",,,,,A,A,,,,,,
"YouTube",77,41,36,23,28,16,8,2,0,51,24,2
"",29%,37%,24%,37%,26%,30%,38%,14%,- ,30%,32%,11%
"",,B,,,,,,,,,,
"Twitter",21,11,10,4,9,6,0,1,1,13,6,2
"",8%,10%,7%,6%,8%,11%,- ,7%,20%,8%,8%,11%
"",,,,,,,,,,,,
"Instagram",15,3,12,6,6,2,1,0,0,12,3,0
"",6%,3%,8%,10%,6%,4%,5%,- ,- ,7%,4%,- 
"",,,,,,,,,,,,
"Snapchat",8,2,6,7,1,0,0,0,0,8,0,0
"",3%,2%,4%,11%,1%,- ,- ,- ,- ,5%,- ,- 
"",,,,BC,,,,,,,,
"LinkedIn",4,1,3,0,2,0,1,1,0,2,1,1
"",2%,1%,2%,- ,2%,- ,5%,7%,- ,1%,1%,5%
"",,,,,,,,,,,,
"Google+ (the Google social network, not the search engine or email facility)",3,1,2,0,1,1,0,0,1,1,1,1
"",1%,1%,1%,- ,1%,2%,- ,- ,20%,1%,1%,5%
"",,,,,,,,,,,,
"Tumblr",3,1,2,3,0,0,0,0,0,3,0,0
"",1%,1%,1%,5%,- ,- ,- ,- ,- ,2%,- ,- 
"",,,,B,,,,,,,,
"Pinterest",3,1,2,0,1,1,1,0,0,1,2,0
"",1%,1%,1%,- ,1%,2%,5%,- ,- ,1%,3%,- 
"",,,,,,,,,,,,
"Other (please specify)",1,0,1,0,1,0,0,0,0,1,0,0
"",0%,- ,1%,- ,1%,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
"Miss the second most" ,,
"YouTube",64,20,44,15,33,13,0,2,1,48,13,3
"",24%,18%,29%,24%,31%,25%,- ,14%,20%,28%,18%,16%
"",,,A,,,,,,,,,
"Twitter",62,36,26,10,22,13,12,5,0,32,25,5
"",23%,32%,17%,16%,20%,25%,57%,36%,- ,19%,34%,26%
"",,B,,,,,,,,,A,
"Facebook",49,23,26,10,21,10,3,3,2,31,13,5
"",19%,21%,17%,16%,19%,19%,14%,21%,40%,18%,18%,26%
"",,,,,,,,,,,,
"Instagram",34,6,28,16,15,3,0,0,0,31,3,0
"",13%,5%,18%,25%,14%,6%,- ,- ,- ,18%,4%,- 
"",,,A,C,,,,,,B,,
"LinkedIn",19,8,11,1,2,10,3,3,0,3,13,3
"",7%,7%,7%,2%,2%,19%,14%,21%,- ,2%,18%,16%
"",,,,,,AB,,,,,A,
"Google+ (the Google social network, not the search engine or email facility)",16,9,7,2,7,3,2,0,2,9,5,2
"",6%,8%,5%,3%,6%,6%,10%,- ,40%,5%,7%,11%
"",,,,,,,,,,,,
"Snapchat",12,6,6,8,4,0,0,0,0,12,0,0
"",5%,5%,4%,13%,4%,- ,- ,- ,- ,7%,- ,- 
"",,,,BC,,,,,,B,,
"Pinterest",4,1,3,0,2,1,1,0,0,2,2,0
"",2%,1%,2%,- ,2%,2%,5%,- ,- ,1%,3%,- 
"",,,,,,,,,,,,
"Tumblr",2,1,1,0,2,0,0,0,0,2,0,0
"",1%,1%,1%,- ,2%,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
"Other (please specify)",2,1,1,1,0,0,0,1,0,1,0,1
"",1%,1%,1%,2%,- ,- ,- ,7%,- ,1%,- ,5%
"",,,,,,,,,,,,
"Miss the third most" ,,
"YouTube",64,20,44,15,33,13,0,2,1,48,13,3
"",24%,18%,29%,24%,31%,25%,- ,14%,20%,28%,18%,16%
"",,,A,,,,,,,,,
"Twitter",62,36,26,10,22,13,12,5,0,32,25,5
"",23%,32%,17%,16%,20%,25%,57%,36%,- ,19%,34%,26%
"",,B,,,,,,,,,A,
"Facebook",49,23,26,10,21,10,3,3,2,31,13,5
"",19%,21%,17%,16%,19%,19%,14%,21%,40%,18%,18%,26%
"",,,,,,,,,,,,
"Instagram",34,6,28,16,15,3,0,0,0,31,3,0
"",13%,5%,18%,25%,14%,6%,- ,- ,- ,18%,4%,- 
"",,,A,C,,,,,,B,,
"LinkedIn",19,8,11,1,2,10,3,3,0,3,13,3
"",7%,7%,7%,2%,2%,19%,14%,21%,- ,2%,18%,16%
"",,,,,,AB,,,,,A,
"Google+ (the Google social network, not the search engine or email facility)",16,9,7,2,7,3,2,0,2,9,5,2
"",6%,8%,5%,3%,6%,6%,10%,- ,40%,5%,7%,11%
"",,,,,,,,,,,,
"Snapchat",12,6,6,8,4,0,0,0,0,12,0,0
"",5%,5%,4%,13%,4%,- ,- ,- ,- ,7%,- ,- 
"",,,,BC,,,,,,B,,
"Pinterest",4,1,3,0,2,1,1,0,0,2,2,0
"",2%,1%,2%,- ,2%,2%,5%,- ,- ,1%,3%,- 
"",,,,,,,,,,,,
"Tumblr",2,1,1,0,2,0,0,0,0,2,0,0
"",1%,1%,1%,- ,2%,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
"Other (please specify)",2,1,1,1,0,0,0,1,0,1,0,1
"",1%,1%,1%,2%,- ,- ,- ,7%,- ,1%,- ,5%
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1c. Facebook: Please indicate which of the following purposes you like to use each of these for.",,
"Base - All using each social medium at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",760,338,422,119,216,170,107,77*,71*,335,277,148
"" ,,
"Entertainment",413,184,229,85,156,89,41,24,18,241,130,42
"",54%,54%,54%,71%,72%,52%,38%,31%,25%,72%,47%,28%
"",,,,CDEF,CDEF,DEF,,,,BC,C,
"Contact with family and friends",619,256,363,83,159,147,94,71,65,242,241,136
"",81%,76%,86%,70%,74%,86%,88%,92%,92%,72%,87%,92%
"",,,A,,,AB,AB,AB,AB,,A,A
"Networking",263,125,138,49,89,62,31,18,14,138,93,32
"",35%,37%,33%,41%,41%,36%,29%,23%,20%,41%,34%,22%
"",,,,EF,DEF,EF,,,,C,C,
"Customer service",110,51,59,20,39,28,10,7,6,59,38,13
"",14%,15%,14%,17%,18%,16%,9%,9%,8%,18%,14%,9%
"",,,,,D,,,,,C,,
"News and information",259,118,141,67,71,60,21,23,17,138,81,40
"",34%,35%,33%,56%,33%,35%,20%,30%,24%,41%,29%,27%
"",,,,BCDEF,D,D,,,,BC,,
"Offers and vouchers",134,62,72,21,41,41,13,10,8,62,54,18
"",18%,18%,17%,18%,19%,24%,12%,13%,11%,19%,19%,12%
"",,,,,,DEF,,,,,,
"Complaints",96,48,48,21,34,25,8,5,3,55,33,8
"",13%,14%,11%,18%,16%,15%,7%,6%,4%,16%,12%,5%
"",,,,DEF,DEF,F,,,,C,C,
"Playing games",3,0,3,0,1,0,0,1,1,1,0,2
"",0%,- ,1%,- ,0%,- ,- ,1%,1%,0%,- ,1%
"",,,,,,,,,,,,
"Sharing pictures",2,1,1,0,1,0,0,1,0,1,0,1
"",0%,0%,0%,- ,0%,- ,- ,1%,- ,0%,- ,1%
"",,,,,,,,,,,,
"Watching videos",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Other (please specify)",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"None",5,2,3,1,0,1,2,0,1,1,3,1
"",1%,1%,1%,1%,- ,1%,2%,- ,1%,0%,1%,1%
"",,,,,,,B,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1c. Twitter: Please indicate which of the following purposes you like to use each of these for.",,
"Base - All using each social medium at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",330,168,162,67*,113,83*,33*,22**,12**,180,116,34*
"" ,,
"Entertainment",139,63,76,30,44,36,13,11,5,74,49,16
"",42%,38%,47%,45%,39%,43%,39%,50%,42%,41%,42%,47%
"",,,,,,,,,,,,
"Contact with family and friends",113,68,45,21,45,28,10,8,1,66,38,9
"",34%,40%,28%,31%,40%,34%,30%,36%,8%,37%,33%,26%
"",,B,,,,,,,,,,
"Networking",111,57,54,27,39,30,8,4,3,66,38,7
"",34%,34%,33%,40%,35%,36%,24%,18%,25%,37%,33%,21%
"",,,,,,,,,,,,
"Customer service",96,50,46,23,37,29,2,4,1,60,31,5
"",29%,30%,28%,34%,33%,35%,6%,18%,8%,33%,27%,15%
"",,,,D,D,D,,,,C,,
"News and information",158,85,73,31,47,48,18,9,5,78,66,14
"",48%,51%,45%,46%,42%,58%,55%,41%,42%,43%,57%,41%
"",,,,,,B,,,,,A,
"Offers and vouchers",73,42,31,20,25,24,1,2,1,45,25,3
"",22%,25%,19%,30%,22%,29%,3%,9%,8%,25%,22%,9%
"",,,,D,D,D,,,,C,,
"Complaints",74,38,36,12,34,23,1,2,2,46,24,4
"",22%,23%,22%,18%,30%,28%,3%,9%,17%,26%,21%,12%
"",,,,D,D,D,,,,,,
"Playing games",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Sharing pictures",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Watching videos",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Other (please specify)",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"None",2,2,0,1,0,0,0,0,1,1,0,1
"",1%,1%,- ,1%,- ,- ,- ,- ,8%,1%,- ,3%
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1c. LinkedIn: Please indicate which of the following purposes you like to use each of these for.",,
"Base - All using each social medium at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",227,112,115,20**,86*,55*,32*,21**,13**,106,87*,34*
"" ,,
"Entertainment",15,9,6,2,8,3,2,0,0,10,5,0
"",7%,8%,5%,10%,9%,5%,6%,- ,- ,9%,6%,- 
"",,,,,,,,,,,,
"Contact with family and friends",38,24,14,1,13,9,6,4,5,14,15,9
"",17%,21%,12%,5%,15%,16%,19%,19%,38%,13%,17%,26%
"",,,,,,,,,,,,
"Networking",182,88,94,16,64,48,25,19,10,80,73,29
"",80%,79%,82%,80%,74%,87%,78%,90%,77%,75%,84%,85%
"",,,,,,,,,,,,
"Customer service",32,21,11,4,10,12,3,2,1,14,15,3
"",14%,19%,10%,20%,12%,22%,9%,10%,8%,13%,17%,9%
"",,B,,,,,,,,,,
"News and information",49,27,22,5,23,9,5,5,2,28,14,7
"",22%,24%,19%,25%,27%,16%,16%,24%,15%,26%,16%,21%
"",,,,,,,,,,,,
"Offers and vouchers",13,8,5,2,6,2,2,1,0,8,4,1
"",6%,7%,4%,10%,7%,4%,6%,5%,- ,8%,5%,3%
"",,,,,,,,,,,,
"Complaints",16,10,6,3,6,5,2,0,0,9,7,0
"",7%,9%,5%,15%,7%,9%,6%,- ,- ,8%,8%,- 
"",,,,,,,,,,,,
"Playing games",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Sharing pictures",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Watching videos",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Other (please specify)",1,1,0,0,0,0,1,0,0,0,1,0
"",0%,1%,- ,- ,- ,- ,3%,- ,- ,- ,1%,- 
"",,,,,,,,,,,,
"None",1,1,0,1,0,0,0,0,0,1,0,0
"",0%,1%,- ,5%,- ,- ,- ,- ,- ,1%,- ,- 
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1c. YouTube: Please indicate which of the following purposes you like to use each of these for.",,
"Base - All using each social medium at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",513,247,266,116,162,114,59*,34*,28**,278,173,62*
"" ,,
"Entertainment",422,193,229,87,122,102,55,32,24,209,157,56
"",82%,78%,86%,75%,75%,89%,93%,94%,86%,75%,91%,90%
"",,,A,,,AB,AB,AB,,,A,A
"Contact with family and friends",42,31,11,17,16,4,2,3,0,33,6,3
"",8%,13%,4%,15%,10%,4%,3%,9%,- ,12%,3%,5%
"",,B,,CD,C,,,,,B,,
"Networking",57,35,22,19,26,5,2,4,1,45,7,5
"",11%,14%,8%,16%,16%,4%,3%,12%,4%,16%,4%,8%
"",,B,,CD,CD,,,,,B,,
"Customer service",66,39,27,18,31,7,6,3,1,49,13,4
"",13%,16%,10%,16%,19%,6%,10%,9%,4%,18%,8%,6%
"",,,,C,C,,,,,BC,,
"News and information",125,69,56,27,35,38,12,8,5,62,50,13
"",24%,28%,21%,23%,22%,33%,20%,24%,18%,22%,29%,21%
"",,,,,,B,,,,,,
"Offers and vouchers",51,31,20,18,22,4,3,3,1,40,7,4
"",10%,13%,8%,16%,14%,4%,5%,9%,4%,14%,4%,6%
"",,,,CD,C,,,,,B,,
"Complaints",29,19,10,9,11,5,2,1,1,20,7,2
"",6%,8%,4%,8%,7%,4%,3%,3%,4%,7%,4%,3%
"",,,,,,,,,,,,
"Playing games",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Sharing pictures",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Watching videos",3,2,1,0,1,1,1,0,0,1,2,0
"",1%,1%,0%,- ,1%,1%,2%,- ,- ,0%,1%,- 
"",,,,,,,,,,,,
"Other (please specify)",3,2,1,0,0,0,1,0,2,0,1,2
"",1%,1%,0%,- ,- ,- ,2%,- ,7%,- ,1%,3%
"",,,,,,,,,,,,A
"None",1,1,0,1,0,0,0,0,0,1,0,0
"",0%,0%,- ,1%,- ,- ,- ,- ,- ,0%,- ,- 
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1c. Google+: Please indicate which of the following purposes you like to use each of these for.",,
"Base - All using each social medium at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"* small base",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
,"","Gender","",Age,,,,,,Age group,,
,"","","",,,,,,,,,
,"Total","Men","Women",16-24,25-34,35-44,45-54,55-64,65+,16-34,35-54,55+
,"","A","B",A,B,C,D,E,F,A,B,C
,"","","",,,,,,,,,
"" ,,
"Total",170,97*,73*,30*,57*,41*,22**,14**,6**,87*,63*,20**
"" ,,
"Entertainment",53,34,19,3,16,19,7,8,0,19,26,8
"",31%,35%,26%,10%,28%,46%,32%,57%,- ,22%,41%,40%
"",,,,,,A,,,,,A,
"Contact with family and friends",58,33,25,6,19,19,10,3,1,25,29,4
"",34%,34%,34%,20%,33%,46%,45%,21%,17%,29%,46%,20%
"",,,,,,A,,,,,A,
"Networking",63,40,23,17,19,14,6,5,2,36,20,7
"",37%,41%,32%,57%,33%,34%,27%,36%,33%,41%,32%,35%
"",,,,B,,,,,,,,
"Customer service",41,21,20,7,20,6,3,4,1,27,9,5
"",24%,22%,27%,23%,35%,15%,14%,29%,17%,31%,14%,25%
"",,,,,C,,,,,B,,
"News and information",72,41,31,8,24,19,10,8,3,32,29,11
"",42%,42%,42%,27%,42%,46%,45%,57%,50%,37%,46%,55%
"",,,,,,,,,,,,
"Offers and vouchers",42,13,29,4,19,7,7,4,1,23,14,5
"",25%,13%,40%,13%,33%,17%,32%,29%,17%,26%,22%,25%
"",,,A,,A,,,,,,,
"Complaints",37,20,17,13,10,5,6,3,0,23,11,3
"",22%,21%,23%,43%,18%,12%,27%,21%,- ,26%,17%,15%
"",,,,BC,,,,,,,,
"Playing games",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Sharing pictures",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Watching videos",0,0,0,0,0,0,0,0,0,0,0,0
"",- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"",,,,,,,,,,,,
"Other (please specify)",3,2,1,0,1,0,1,1,0,1,1,1
"",2%,2%,1%,- ,2%,- ,5%,7%,- ,1%,2%,5%
"",,,,,,,,,,,,
"None",3,2,1,2,0,0,1,0,0,2,1,0
"",2%,2%,1%,7%,- ,- ,5%,- ,- ,2%,2%,- 
"",,,,,,,,,,,,
"#page",,
" JN1836 DMM October 15",,
"Absolutes/col percents",,
"SM1c. Pinterest: Please indicate which of the following purposes you like to use each of these for.",,
"Base - All using each social medium at SM1",,
"_______________________________________________________",,
"Proportions/Means: Columns Tested (5% risk level) - A/B",,
"* small base; ** very small base (under 30) ineligible for sig testing",,
"","","","",,,,,,,,,
,"","","",,,,,,,,,
